device_id,household_id,device_type,model,firmware_version,installed_at
518,123,garage_door,GATE-10,1.0.0,2025-11-28
519,379,gate,GATE-10,1.0.0,2025-11-28
520,49,garage_door,GATE-10,2.0.0,2025-11-28
521,667,gate,GDO-100,1.1.0,2025-11-28
522,355,garage_door,GDO-200,2.0.0,2025-11-28
523,800,gate,GDO-200,1.0.0,2025-11-28
524,673,garage_door,GATE-10,2.0.0,2025-11-28
525,805,gate,GDO-100,2.0.0,2025-11-28
526,542,gate,GDO-200,2.0.0,2025-11-28
527,5,gate,GATE-10,1.1.0,2025-11-28
528,909,garage_door,GDO-100,2.0.0,2025-11-28
529,832,gate,GDO-200,1.0.0,2025-11-28
530,891,garage_door,GATE-10,1.0.0,2025-11-28
531,976,garage_door,GATE-10,1.1.0,2025-11-28
532,143,gate,GDO-100,1.0.0,2025-11-28
533,755,garage_door,GDO-200,2.0.0,2025-11-28
534,559,gate,GATE-10,2.0.0,2025-11-28
535,168,garage_door,GATE-10,1.0.0,2025-11-28
536,821,garage_door,GATE-10,1.1.0,2025-11-28
537,485,gate,GATE-10,2.0.0,2025-11-28
538,679,garage_door,GDO-200,2.0.0,2025-11-28
539,415,gate,GDO-200,1.0.0,2025-11-28
540,320,garage_door,GDO-200,1.0.0,2025-11-28
541,170,garage_door,GDO-100,1.1.0,2025-11-28
542,37,garage_door,GDO-100,1.0.0,2025-11-28
543,66,gate,GATE-10,2.0.0,2025-11-28
544,302,garage_door,GATE-10,2.0.0,2025-11-28
545,886,garage_door,GDO-100,2.0.0,2025-11-28
546,254,garage_door,GATE-10,1.0.0,2025-11-28
547,744,garage_door,GDO-100,2.0.0,2025-11-28
548,593,gate,GDO-100,1.0.0,2025-11-28
549,964,garage_door,GATE-10,2.0.0,2025-11-28
550,383,gate,GATE-10,2.0.0,2025-11-28
551,571,garage_door,GATE-10,1.0.0,2025-11-28
552,271,garage_door,GDO-200,1.0.0,2025-11-28
553,679,gate,GATE-10,2.0.0,2025-11-28
554,736,gate,GATE-10,2.0.0,2025-11-28
555,295,garage_door,GDO-100,1.0.0,2025-11-28
556,706,gate,GDO-100,2.0.0,2025-11-28
557,137,gate,GDO-200,1.1.0,2025-11-28
558,192,gate,GDO-100,2.0.0,2025-11-28
559,630,gate,GATE-10,2.0.0,2025-11-28
560,369,gate,GATE-10,1.1.0,2025-11-28
561,55,garage_door,GDO-200,2.0.0,2025-11-28
562,250,gate,GDO-200,1.0.0,2025-11-28
563,165,garage_door,GDO-200,2.0.0,2025-11-28
564,299,garage_door,GDO-200,1.1.0,2025-11-28
565,372,gate,GATE-10,2.0.0,2025-11-28
566,118,gate,GDO-200,1.0.0,2025-11-28
567,992,garage_door,GDO-200,1.1.0,2025-11-28
568,954,garage_door,GDO-200,1.1.0,2025-11-28
569,280,garage_door,GDO-100,2.0.0,2025-11-28
570,711,gate,GDO-100,1.0.0,2025-11-28
571,618,gate,GDO-100,1.1.0,2025-11-28
572,711,garage_door,GATE-10,1.1.0,2025-11-28
573,521,gate,GDO-100,1.0.0,2025-11-28
574,232,garage_door,GDO-100,1.0.0,2025-11-28
575,654,gate,GDO-200,1.1.0,2025-11-28
576,166,gate,GDO-100,1.0.0,2025-11-28
577,908,gate,GATE-10,1.1.0,2025-11-28
578,998,garage_door,GDO-200,1.1.0,2025-11-28
579,750,garage_door,GDO-100,2.0.0,2025-11-28
580,281,gate,GATE-10,1.1.0,2025-11-28
581,848,gate,GDO-200,1.1.0,2025-11-28
582,691,gate,GDO-200,1.0.0,2025-11-28
583,508,gate,GDO-200,2.0.0,2025-11-28
584,891,gate,GDO-100,1.1.0,2025-11-28
585,688,gate,GDO-200,1.1.0,2025-11-28
586,637,garage_door,GATE-10,1.1.0,2025-11-28
587,208,garage_door,GDO-200,2.0.0,2025-11-28
588,62,gate,GATE-10,2.0.0,2025-11-28
589,123,garage_door,GATE-10,1.0.0,2025-11-28
590,440,gate,GATE-10,1.1.0,2025-11-28
591,768,garage_door,GDO-200,1.1.0,2025-11-28
592,232,gate,GDO-200,1.1.0,2025-11-28
593,491,gate,GDO-200,1.0.0,2025-11-28
594,905,gate,GDO-100,1.1.0,2025-11-28
595,975,garage_door,GDO-200,1.0.0,2025-11-28
596,462,gate,GATE-10,1.1.0,2025-11-28
597,43,gate,GATE-10,1.0.0,2025-11-28
598,94,gate,GDO-200,2.0.0,2025-11-28
599,635,garage_door,GDO-200,1.0.0,2025-11-28
600,371,garage_door,GDO-200,1.0.0,2025-11-28
601,730,gate,GDO-200,1.1.0,2025-11-28
602,363,garage_door,GDO-100,1.1.0,2025-11-28
603,329,garage_door,GDO-200,1.1.0,2025-11-28
604,956,gate,GDO-200,1.1.0,2025-11-28
605,232,gate,GATE-10,2.0.0,2025-11-28
606,48,gate,GDO-200,1.1.0,2025-11-28
607,717,gate,GDO-200,1.0.0,2025-11-28
608,335,garage_door,GDO-100,2.0.0,2025-11-28
609,312,garage_door,GATE-10,2.0.0,2025-11-28
610,753,gate,GDO-200,1.0.0,2025-11-28
611,864,gate,GDO-200,1.1.0,2025-11-28
612,441,garage_door,GDO-100,2.0.0,2025-11-28
613,639,garage_door,GDO-200,2.0.0,2025-11-28
614,365,gate,GDO-200,2.0.0,2025-11-28
615,679,gate,GDO-100,1.0.0,2025-11-28
616,542,garage_door,GATE-10,2.0.0,2025-11-28
617,781,garage_door,GDO-200,1.1.0,2025-11-28
618,24,gate,GDO-100,1.0.0,2025-11-28
619,839,garage_door,GDO-200,2.0.0,2025-11-28
620,340,gate,GATE-10,1.1.0,2025-11-28
621,886,gate,GDO-200,2.0.0,2025-11-28
622,56,gate,GDO-100,2.0.0,2025-11-28
623,929,gate,GATE-10,2.0.0,2025-11-28
624,233,garage_door,GATE-10,1.1.0,2025-11-28
625,217,gate,GDO-100,1.1.0,2025-11-28
626,280,garage_door,GDO-100,1.0.0,2025-11-28
627,851,gate,GDO-200,2.0.0,2025-11-28
628,785,gate,GDO-200,2.0.0,2025-11-28
629,472,gate,GATE-10,2.0.0,2025-11-28
630,812,gate,GDO-100,2.0.0,2025-11-28
631,346,gate,GDO-200,2.0.0,2025-11-28
632,300,garage_door,GDO-200,2.0.0,2025-11-28
633,955,garage_door,GDO-200,2.0.0,2025-11-28
634,841,gate,GATE-10,2.0.0,2025-11-28
635,573,garage_door,GATE-10,2.0.0,2025-11-28
636,162,gate,GDO-100,1.0.0,2025-11-28
637,613,garage_door,GDO-200,2.0.0,2025-11-28
638,638,gate,GDO-200,1.1.0,2025-11-28
639,338,gate,GATE-10,1.1.0,2025-11-28
640,742,gate,GDO-200,2.0.0,2025-11-28
641,871,gate,GDO-200,1.0.0,2025-11-28
642,125,garage_door,GDO-200,1.0.0,2025-11-28
643,667,garage_door,GDO-100,2.0.0,2025-11-28
644,6,garage_door,GATE-10,1.1.0,2025-11-28
645,450,garage_door,GDO-100,2.0.0,2025-11-28
646,880,gate,GATE-10,1.0.0,2025-11-28
647,753,garage_door,GDO-200,1.0.0,2025-11-28
648,931,garage_door,GDO-200,1.1.0,2025-11-28
649,643,garage_door,GATE-10,1.1.0,2025-11-28
650,812,gate,GDO-200,1.0.0,2025-11-28
651,120,gate,GDO-100,1.0.0,2025-11-28
652,400,garage_door,GDO-100,2.0.0,2025-11-28
653,509,gate,GDO-200,1.1.0,2025-11-28
654,70,gate,GATE-10,2.0.0,2025-11-28
655,19,gate,GDO-200,1.0.0,2025-11-28
656,951,garage_door,GDO-100,1.1.0,2025-11-28
657,447,garage_door,GATE-10,2.0.0,2025-11-28
658,837,garage_door,GDO-200,2.0.0,2025-11-28
659,201,garage_door,GATE-10,2.0.0,2025-11-28
660,490,gate,GDO-200,1.0.0,2025-11-28
661,392,gate,GATE-10,1.0.0,2025-11-28
662,113,gate,GDO-200,2.0.0,2025-11-28
663,70,gate,GATE-10,1.0.0,2025-11-28
664,940,garage_door,GDO-100,1.0.0,2025-11-28
665,541,gate,GDO-200,2.0.0,2025-11-28
666,283,garage_door,GATE-10,1.0.0,2025-11-28
667,156,garage_door,GDO-200,1.1.0,2025-11-28
668,375,gate,GDO-200,1.0.0,2025-11-28
669,207,gate,GDO-100,1.1.0,2025-11-28
670,143,garage_door,GDO-100,1.1.0,2025-11-28
671,429,garage_door,GATE-10,1.1.0,2025-11-28
672,437,gate,GDO-200,1.0.0,2025-11-28
673,126,gate,GATE-10,2.0.0,2025-11-28
674,274,garage_door,GATE-10,2.0.0,2025-11-28
675,694,garage_door,GATE-10,2.0.0,2025-11-28
676,364,garage_door,GDO-100,2.0.0,2025-11-28
677,456,gate,GATE-10,1.1.0,2025-11-28
678,187,gate,GDO-200,1.0.0,2025-11-28
679,538,garage_door,GDO-200,2.0.0,2025-11-28
680,196,gate,GDO-200,2.0.0,2025-11-28
681,325,garage_door,GDO-100,2.0.0,2025-11-28
682,446,gate,GATE-10,2.0.0,2025-11-28
683,301,gate,GDO-100,2.0.0,2025-11-28
684,832,gate,GATE-10,1.0.0,2025-11-28
685,825,gate,GDO-200,2.0.0,2025-11-28
686,642,garage_door,GATE-10,2.0.0,2025-11-28
687,468,gate,GATE-10,1.1.0,2025-11-28
688,136,gate,GATE-10,1.0.0,2025-11-28
689,319,gate,GATE-10,1.0.0,2025-11-28
690,212,gate,GDO-100,1.0.0,2025-11-28
691,587,garage_door,GDO-200,2.0.0,2025-11-28
692,773,garage_door,GATE-10,1.1.0,2025-11-28
693,424,gate,GDO-100,1.1.0,2025-11-28
694,808,garage_door,GDO-200,1.1.0,2025-11-28
695,684,gate,GATE-10,1.0.0,2025-11-28
696,936,gate,GATE-10,1.0.0,2025-11-28
697,253,garage_door,GDO-100,1.0.0,2025-11-28
698,349,gate,GDO-200,1.0.0,2025-11-28
699,458,gate,GDO-200,2.0.0,2025-11-28
700,137,gate,GATE-10,2.0.0,2025-11-28
701,826,gate,GDO-200,2.0.0,2025-11-28
702,896,garage_door,GATE-10,1.0.0,2025-11-28
703,386,garage_door,GATE-10,1.0.0,2025-11-28
704,315,garage_door,GDO-200,2.0.0,2025-11-28
705,203,gate,GDO-100,1.0.0,2025-11-28
706,586,gate,GDO-200,2.0.0,2025-11-28
707,616,gate,GATE-10,2.0.0,2025-11-28
708,148,gate,GATE-10,1.1.0,2025-11-28
709,324,garage_door,GDO-100,1.0.0,2025-11-28
710,732,gate,GDO-200,1.1.0,2025-11-28
711,87,gate,GATE-10,2.0.0,2025-11-28
712,466,gate,GDO-100,1.1.0,2025-11-28
713,534,garage_door,GDO-100,1.0.0,2025-11-28
714,419,garage_door,GDO-200,2.0.0,2025-11-28
715,935,garage_door,GDO-200,1.0.0,2025-11-28
716,140,gate,GDO-100,1.1.0,2025-11-28
717,116,gate,GDO-200,1.0.0,2025-11-28
718,309,garage_door,GDO-100,1.0.0,2025-11-28
719,232,gate,GDO-200,1.1.0,2025-11-28
720,152,gate,GATE-10,2.0.0,2025-11-28
721,305,garage_door,GATE-10,1.0.0,2025-11-28
722,912,gate,GATE-10,1.1.0,2025-11-28
723,26,garage_door,GATE-10,1.0.0,2025-11-28
724,199,garage_door,GATE-10,2.0.0,2025-11-28
725,509,gate,GDO-200,2.0.0,2025-11-28
726,268,gate,GDO-100,1.1.0,2025-11-28
727,189,garage_door,GDO-100,2.0.0,2025-11-28
728,987,gate,GDO-100,1.1.0,2025-11-28
729,609,garage_door,GDO-200,1.1.0,2025-11-28
730,771,garage_door,GDO-100,1.1.0,2025-11-28
731,526,gate,GATE-10,1.1.0,2025-11-28
732,494,garage_door,GATE-10,1.0.0,2025-11-28
733,808,garage_door,GDO-200,1.1.0,2025-11-28
734,701,garage_door,GATE-10,1.0.0,2025-11-28
735,374,garage_door,GDO-100,2.0.0,2025-11-28
736,416,gate,GATE-10,1.1.0,2025-11-28
737,42,gate,GATE-10,1.0.0,2025-11-28
738,617,gate,GDO-200,1.1.0,2025-11-28
739,951,garage_door,GDO-100,1.1.0,2025-11-28
740,343,gate,GDO-200,1.1.0,2025-11-28
741,3,garage_door,GDO-100,1.1.0,2025-11-28
742,695,gate,GATE-10,1.0.0,2025-11-28
743,365,gate,GDO-100,2.0.0,2025-11-28
744,64,gate,GATE-10,1.0.0,2025-11-28
745,992,gate,GDO-200,2.0.0,2025-11-28
746,364,gate,GDO-200,2.0.0,2025-11-28
747,316,garage_door,GDO-200,1.0.0,2025-11-28
748,260,gate,GDO-200,2.0.0,2025-11-28
749,656,gate,GDO-200,2.0.0,2025-11-28
750,306,garage_door,GDO-200,2.0.0,2025-11-28
751,630,garage_door,GDO-200,1.1.0,2025-11-28
752,347,gate,GDO-100,1.0.0,2025-11-28
753,711,garage_door,GDO-100,1.0.0,2025-11-28
754,977,garage_door,GDO-100,1.0.0,2025-11-28
755,652,garage_door,GDO-200,1.0.0,2025-11-28
756,419,gate,GDO-200,2.0.0,2025-11-28
757,684,gate,GDO-100,1.1.0,2025-11-28
758,535,garage_door,GDO-100,1.0.0,2025-11-28
759,210,gate,GDO-100,2.0.0,2025-11-28
760,74,gate,GDO-100,2.0.0,2025-11-28
761,213,garage_door,GDO-200,1.0.0,2025-11-28
762,133,gate,GDO-200,1.1.0,2025-11-28
763,748,gate,GDO-200,1.0.0,2025-11-28
764,571,gate,GDO-200,1.1.0,2025-11-28
765,600,garage_door,GDO-200,2.0.0,2025-11-28
766,116,gate,GDO-200,2.0.0,2025-11-28
767,316,gate,GATE-10,1.0.0,2025-11-28
768,647,gate,GDO-200,2.0.0,2025-11-28
769,113,garage_door,GDO-100,2.0.0,2025-11-28
770,467,garage_door,GATE-10,1.1.0,2025-11-28
771,690,gate,GATE-10,2.0.0,2025-11-28
772,19,gate,GDO-100,1.1.0,2025-11-28
773,362,gate,GDO-100,1.0.0,2025-11-28
774,390,gate,GATE-10,1.1.0,2025-11-28
775,564,gate,GDO-100,1.1.0,2025-11-28
776,641,garage_door,GATE-10,1.0.0,2025-11-28
777,264,garage_door,GDO-100,1.0.0,2025-11-28
778,131,garage_door,GDO-100,1.1.0,2025-11-28
779,133,gate,GDO-200,2.0.0,2025-11-28
780,742,garage_door,GATE-10,2.0.0,2025-11-28
781,908,garage_door,GATE-10,2.0.0,2025-11-28
782,115,gate,GDO-200,1.1.0,2025-11-28
783,920,garage_door,GDO-200,1.1.0,2025-11-28
784,604,garage_door,GDO-100,1.0.0,2025-11-28
785,191,garage_door,GDO-100,1.0.0,2025-11-28
786,407,gate,GDO-100,2.0.0,2025-11-28
787,816,garage_door,GDO-200,1.0.0,2025-11-28
788,997,garage_door,GDO-200,1.0.0,2025-11-28
789,884,garage_door,GDO-100,1.0.0,2025-11-28
790,966,gate,GDO-200,1.0.0,2025-11-28
791,321,gate,GDO-100,1.1.0,2025-11-28
792,182,garage_door,GATE-10,1.1.0,2025-11-28
793,181,garage_door,GATE-10,1.0.0,2025-11-28
794,540,gate,GDO-100,1.1.0,2025-11-28
795,104,gate,GATE-10,1.1.0,2025-11-28
796,724,garage_door,GATE-10,2.0.0,2025-11-28
797,835,gate,GDO-100,1.0.0,2025-11-28
798,509,gate,GATE-10,1.0.0,2025-11-28
799,535,gate,GDO-100,2.0.0,2025-11-28
800,992,gate,GATE-10,1.0.0,2025-11-28
801,917,garage_door,GDO-200,1.1.0,2025-11-28
802,439,gate,GDO-200,1.0.0,2025-11-28
803,192,garage_door,GDO-100,1.1.0,2025-11-28
804,682,gate,GDO-200,1.0.0,2025-11-28
805,900,garage_door,GDO-100,1.0.0,2025-11-28
806,588,garage_door,GATE-10,1.1.0,2025-11-28
807,876,garage_door,GDO-200,1.1.0,2025-11-28
808,8,garage_door,GDO-200,1.0.0,2025-11-28
809,875,garage_door,GDO-200,1.0.0,2025-11-28
810,176,garage_door,GATE-10,1.1.0,2025-11-28
811,602,garage_door,GDO-200,1.1.0,2025-11-28
812,327,gate,GDO-200,2.0.0,2025-11-28
813,912,garage_door,GDO-100,1.1.0,2025-11-28
814,835,garage_door,GDO-200,1.1.0,2025-11-28
815,322,garage_door,GDO-200,1.1.0,2025-11-28
816,247,gate,GDO-200,2.0.0,2025-11-28
817,915,gate,GDO-100,1.1.0,2025-11-28
818,132,garage_door,GATE-10,1.0.0,2025-11-28
819,924,gate,GDO-200,2.0.0,2025-11-28
820,270,gate,GDO-200,1.0.0,2025-11-28
821,294,gate,GDO-200,2.0.0,2025-11-28
822,122,garage_door,GDO-200,1.1.0,2025-11-28
823,686,garage_door,GATE-10,2.0.0,2025-11-28
824,758,gate,GDO-200,2.0.0,2025-11-28
825,35,gate,GATE-10,1.0.0,2025-11-28
826,202,gate,GATE-10,2.0.0,2025-11-28
827,80,garage_door,GATE-10,2.0.0,2025-11-28
828,936,gate,GDO-100,2.0.0,2025-11-28
829,466,gate,GDO-200,1.1.0,2025-11-28
830,730,garage_door,GDO-100,2.0.0,2025-11-28
831,491,gate,GDO-100,1.0.0,2025-11-28
832,393,gate,GATE-10,2.0.0,2025-11-28
833,125,garage_door,GATE-10,2.0.0,2025-11-28
834,916,garage_door,GDO-200,1.1.0,2025-11-28
835,275,garage_door,GDO-200,1.0.0,2025-11-28
836,955,gate,GATE-10,2.0.0,2025-11-28
837,588,gate,GDO-100,1.0.0,2025-11-28
838,734,garage_door,GDO-200,1.0.0,2025-11-28
839,931,garage_door,GDO-200,1.0.0,2025-11-28
840,951,garage_door,GDO-100,1.0.0,2025-11-28
841,676,gate,GATE-10,1.0.0,2025-11-28
842,461,garage_door,GDO-100,2.0.0,2025-11-28
843,348,gate,GATE-10,1.1.0,2025-11-28
844,269,gate,GDO-100,2.0.0,2025-11-28
845,956,gate,GDO-100,1.1.0,2025-11-28
846,150,garage_door,GDO-100,1.1.0,2025-11-28
847,609,garage_door,GDO-200,1.1.0,2025-11-28
848,444,gate,GDO-200,2.0.0,2025-11-28
849,908,garage_door,GATE-10,1.0.0,2025-11-28
850,635,garage_door,GDO-200,1.0.0,2025-11-28
851,146,garage_door,GATE-10,1.1.0,2025-11-28
852,318,gate,GDO-200,1.1.0,2025-11-28
853,845,gate,GATE-10,1.1.0,2025-11-28
854,45,gate,GDO-200,1.1.0,2025-11-28
855,535,garage_door,GDO-200,1.0.0,2025-11-28
856,829,garage_door,GATE-10,1.0.0,2025-11-28
857,647,garage_door,GATE-10,2.0.0,2025-11-28
858,90,garage_door,GDO-200,1.1.0,2025-11-28
859,996,garage_door,GATE-10,2.0.0,2025-11-28
860,662,gate,GDO-100,1.1.0,2025-11-28
861,784,garage_door,GDO-100,2.0.0,2025-11-28
862,597,garage_door,GDO-200,1.1.0,2025-11-28
863,785,garage_door,GDO-200,2.0.0,2025-11-28
864,975,gate,GATE-10,2.0.0,2025-11-28
865,536,garage_door,GATE-10,2.0.0,2025-11-28
866,963,garage_door,GATE-10,1.0.0,2025-11-28
867,463,garage_door,GATE-10,1.1.0,2025-11-28
868,591,garage_door,GDO-100,1.0.0,2025-11-28
869,960,garage_door,GATE-10,1.0.0,2025-11-28
870,825,gate,GDO-200,1.1.0,2025-11-28
871,508,garage_door,GDO-100,1.0.0,2025-11-28
872,483,gate,GATE-10,2.0.0,2025-11-28
873,193,gate,GATE-10,2.0.0,2025-11-28
874,936,gate,GDO-100,1.0.0,2025-11-28
875,61,gate,GDO-100,1.1.0,2025-11-28
876,830,garage_door,GDO-200,2.0.0,2025-11-28
877,76,gate,GDO-100,2.0.0,2025-11-28
878,306,gate,GDO-200,1.0.0,2025-11-28
879,31,gate,GATE-10,1.1.0,2025-11-28
880,801,gate,GATE-10,2.0.0,2025-11-28
881,751,garage_door,GDO-200,2.0.0,2025-11-28
882,955,gate,GDO-200,1.1.0,2025-11-28
883,878,gate,GDO-200,1.1.0,2025-11-28
884,517,garage_door,GDO-200,1.0.0,2025-11-28
885,818,garage_door,GDO-100,1.1.0,2025-11-28
886,252,gate,GDO-100,1.0.0,2025-11-28
887,981,garage_door,GDO-100,1.1.0,2025-11-28
888,554,garage_door,GATE-10,2.0.0,2025-11-28
889,467,gate,GATE-10,1.0.0,2025-11-28
890,656,gate,GATE-10,2.0.0,2025-11-28
891,518,gate,GATE-10,1.1.0,2025-11-28
892,359,garage_door,GATE-10,2.0.0,2025-11-28
893,470,garage_door,GDO-200,1.0.0,2025-11-28
894,1,garage_door,GDO-100,2.0.0,2025-11-28
895,853,gate,GATE-10,2.0.0,2025-11-28
896,8,gate,GDO-200,2.0.0,2025-11-28
897,175,garage_door,GDO-200,2.0.0,2025-11-28
898,440,garage_door,GDO-100,1.1.0,2025-11-28
899,532,gate,GATE-10,1.0.0,2025-11-28
900,294,gate,GDO-100,1.1.0,2025-11-28
901,503,garage_door,GDO-200,1.0.0,2025-11-28
902,695,garage_door,GDO-200,1.1.0,2025-11-28
903,185,garage_door,GDO-200,1.1.0,2025-11-28
904,654,garage_door,GDO-200,1.1.0,2025-11-28
905,346,garage_door,GDO-200,1.1.0,2025-11-28
906,478,garage_door,GDO-100,1.0.0,2025-11-28
907,145,gate,GDO-100,1.1.0,2025-11-28
908,621,garage_door,GDO-200,1.0.0,2025-11-28
909,828,garage_door,GDO-200,2.0.0,2025-11-28
910,718,garage_door,GATE-10,1.1.0,2025-11-28
911,155,gate,GDO-100,1.1.0,2025-11-28
912,944,garage_door,GDO-200,1.1.0,2025-11-28
913,500,garage_door,GDO-100,2.0.0,2025-11-28
914,239,gate,GDO-200,2.0.0,2025-11-28
915,845,garage_door,GATE-10,2.0.0,2025-11-28
916,788,garage_door,GDO-100,1.1.0,2025-11-28
917,567,garage_door,GDO-200,1.1.0,2025-11-28
918,330,gate,GDO-100,1.1.0,2025-11-28
919,655,garage_door,GDO-200,2.0.0,2025-11-28
920,583,garage_door,GDO-100,2.0.0,2025-11-28
921,970,gate,GDO-100,1.0.0,2025-11-28
922,407,gate,GDO-100,2.0.0,2025-11-28
923,410,garage_door,GDO-100,1.0.0,2025-11-28
924,939,gate,GATE-10,1.1.0,2025-11-28
925,72,garage_door,GDO-100,1.0.0,2025-11-28
926,746,gate,GATE-10,1.1.0,2025-11-28
927,273,gate,GDO-100,2.0.0,2025-11-28
928,515,garage_door,GATE-10,2.0.0,2025-11-28
929,879,gate,GATE-10,1.0.0,2025-11-28
930,654,gate,GDO-100,2.0.0,2025-11-28
931,882,gate,GATE-10,1.0.0,2025-11-28
932,433,gate,GDO-200,1.0.0,2025-11-28
933,884,gate,GATE-10,1.1.0,2025-11-28
934,742,gate,GDO-200,2.0.0,2025-11-28
935,727,gate,GATE-10,1.0.0,2025-11-28
936,243,gate,GDO-200,1.0.0,2025-11-28
937,375,gate,GDO-200,1.0.0,2025-11-28
938,370,garage_door,GATE-10,1.0.0,2025-11-28
939,26,gate,GDO-200,2.0.0,2025-11-28
940,691,gate,GATE-10,1.0.0,2025-11-28
941,329,garage_door,GDO-200,2.0.0,2025-11-28
942,658,gate,GATE-10,2.0.0,2025-11-28
943,154,garage_door,GDO-100,1.0.0,2025-11-28
944,996,garage_door,GDO-200,1.1.0,2025-11-28
945,397,gate,GDO-200,1.1.0,2025-11-28
946,775,garage_door,GATE-10,1.1.0,2025-11-28
947,23,gate,GATE-10,1.0.0,2025-11-28
948,936,gate,GDO-200,1.0.0,2025-11-28
949,870,gate,GDO-200,2.0.0,2025-11-28
950,358,gate,GDO-200,2.0.0,2025-11-28
951,69,garage_door,GATE-10,1.1.0,2025-11-28
952,679,gate,GDO-100,1.1.0,2025-11-28
953,112,garage_door,GDO-100,1.0.0,2025-11-28
954,208,gate,GDO-100,2.0.0,2025-11-28
955,19,garage_door,GATE-10,1.1.0,2025-11-28
956,432,gate,GDO-100,1.0.0,2025-11-28
957,209,gate,GDO-100,2.0.0,2025-11-28
958,655,gate,GDO-200,1.0.0,2025-11-28
959,879,garage_door,GATE-10,1.0.0,2025-11-28
960,389,gate,GDO-200,1.0.0,2025-11-28
961,310,garage_door,GATE-10,1.0.0,2025-11-28
962,297,garage_door,GDO-200,1.1.0,2025-11-28
963,499,gate,GATE-10,1.0.0,2025-11-28
964,449,garage_door,GDO-200,1.1.0,2025-11-28
965,526,garage_door,GDO-200,2.0.0,2025-11-28
966,120,gate,GDO-200,2.0.0,2025-11-28
967,130,garage_door,GDO-100,1.0.0,2025-11-28
968,311,gate,GDO-100,1.0.0,2025-11-28
969,19,garage_door,GATE-10,1.1.0,2025-11-28
970,156,garage_door,GDO-100,2.0.0,2025-11-28
971,251,gate,GDO-200,1.1.0,2025-11-28
972,749,garage_door,GATE-10,1.1.0,2025-11-28
973,532,gate,GATE-10,1.1.0,2025-11-28
974,109,gate,GDO-200,1.1.0,2025-11-28
975,334,gate,GDO-100,2.0.0,2025-11-28
976,887,garage_door,GDO-200,1.0.0,2025-11-28
977,714,gate,GDO-100,1.1.0,2025-11-28
978,307,gate,GATE-10,1.0.0,2025-11-28
979,722,garage_door,GDO-200,1.0.0,2025-11-28
980,982,gate,GDO-200,1.0.0,2025-11-28
981,206,garage_door,GDO-100,1.1.0,2025-11-28
982,971,garage_door,GDO-200,1.1.0,2025-11-28
983,499,gate,GATE-10,1.0.0,2025-11-28
984,601,gate,GDO-200,2.0.0,2025-11-28
985,475,garage_door,GDO-100,1.0.0,2025-11-28
986,947,garage_door,GDO-100,1.1.0,2025-11-28
987,348,gate,GATE-10,1.0.0,2025-11-28
988,147,gate,GDO-200,1.0.0,2025-11-28
989,219,gate,GDO-200,1.0.0,2025-11-28
990,248,garage_door,GATE-10,2.0.0,2025-11-28
991,252,gate,GDO-100,2.0.0,2025-11-28
992,658,garage_door,GDO-200,2.0.0,2025-11-28
993,714,gate,GDO-100,1.0.0,2025-11-28
994,503,gate,GDO-100,1.0.0,2025-11-28
995,792,garage_door,GDO-200,1.0.0,2025-11-28
996,225,garage_door,GDO-200,2.0.0,2025-11-28
997,710,garage_door,GATE-10,1.1.0,2025-11-28
998,581,garage_door,GDO-200,1.0.0,2025-11-28
999,239,garage_door,GATE-10,1.1.0,2025-11-28
1000,1,garage_door,GATE-10,2.0.0,2025-11-28
1001,205,garage_door,GDO-200,1.1.0,2025-11-28
1002,191,gate,GATE-10,2.0.0,2025-11-28
1003,22,gate,GATE-10,1.1.0,2025-11-28
1004,636,gate,GDO-200,1.0.0,2025-11-28
1005,190,gate,GDO-200,1.0.0,2025-11-28
1006,40,garage_door,GDO-200,2.0.0,2025-11-28
1007,197,garage_door,GDO-200,1.0.0,2025-11-28
1008,281,gate,GDO-100,1.0.0,2025-11-28
1009,199,garage_door,GDO-200,1.0.0,2025-11-28
1010,340,garage_door,GDO-100,2.0.0,2025-11-28
1011,44,garage_door,GDO-100,1.0.0,2025-11-28
1012,160,gate,GDO-200,2.0.0,2025-11-28
1013,973,gate,GATE-10,1.0.0,2025-11-28
1014,390,gate,GDO-100,2.0.0,2025-11-28
1015,501,gate,GDO-200,1.0.0,2025-11-28
1016,266,gate,GDO-100,2.0.0,2025-11-28
1017,460,garage_door,GATE-10,1.1.0,2025-11-28
1018,477,garage_door,GDO-100,1.0.0,2025-11-28
1019,793,gate,GDO-200,2.0.0,2025-11-28
1020,938,gate,GDO-200,1.0.0,2025-11-28
1021,302,garage_door,GDO-200,2.0.0,2025-11-28
1022,826,gate,GDO-100,1.1.0,2025-11-28
1023,708,garage_door,GATE-10,1.0.0,2025-11-28
1024,545,garage_door,GDO-200,1.0.0,2025-11-28
1025,434,gate,GDO-200,1.1.0,2025-11-28
1026,11,garage_door,GDO-200,1.0.0,2025-11-28
1027,236,garage_door,GDO-100,2.0.0,2025-11-28
1028,968,garage_door,GDO-100,2.0.0,2025-11-28
1029,184,garage_door,GDO-100,2.0.0,2025-11-28
1030,191,gate,GATE-10,2.0.0,2025-11-28
1031,549,gate,GDO-200,1.0.0,2025-11-28
1032,173,garage_door,GDO-100,1.1.0,2025-11-28
1033,139,garage_door,GDO-100,2.0.0,2025-11-28
1034,926,gate,GDO-100,1.1.0,2025-11-28
